,RefSeq_oriC,Z_occurance,G_A_occurance,G_N_occurance,D_occurance,Correct
227,NC_007677_0,0.9,1.0,0.0,1.0,True
228,NC_007677_1,0.1,0.0,1.0,0.0,False
229,NC_008358_0,0.0555555555555555,1.0,0.9076887620754936,0.4545454545454545,False
230,NC_008358_1,0.1666666666666666,0.7970620297213096,1.0,0.1818181818181818,False
231,NC_008358_2,0.3333333333333333,0.7096744563138045,0.6027036984463942,0.1818181818181818,False
232,NC_008358_3,0.0277777777777777,0.3134781341284927,0.4919983157706705,0.0909090909090909,True
233,NC_008358_4,0.0833333333333333,0.3832896582717429,0.2598386265875376,0.0909090909090909,False
234,NC_008358_5,0.0833333333333333,0.0,0.1626916089972296,0.0,False
235,NC_008358_6,0.25,0.1359405270157837,0.0,0.0,False
236,NC_018406_0,0.3125,0.0,0.0,0.4,True
237,NC_018406_1,0.3125,0.0,0.0,0.4,False
238,NC_018406_2,0.375,0.0,0.0,0.2,False
239,NZ_CP007535_0,0.1475409836065573,1.0,1.0,0.1587301587301587,False
240,NZ_CP007535_1,0.1475409836065573,0.6623397034642803,0.6633254307350285,0.0952380952380952,False
241,NZ_CP007535_2,0.1475409836065573,0.5943889302580678,0.5937852794567181,0.0634920634920634,False
242,NZ_CP007535_3,0.1475409836065573,0.4140129873930588,0.4146291423509796,0.1746031746031746,False
243,NZ_CP007535_4,0.1475409836065573,0.3832950171636929,0.3823772057801862,0.1428571428571428,False
244,NZ_CP007535_5,0.1475409836065573,0.1720623637662356,0.1708301853202723,0.1111111111111111,False
245,NZ_CP007535_6,0.1147540983606557,0.0,0.0,0.2539682539682539,True
246,NC_010676_0,1.0,0.0,0.0,1.0,True
247,NC_014817_0,0.5625,0.0,0.0,1.0,True
248,NC_014817_1,0.25,0.0,0.0,0.0,False
249,NC_014817_2,0.125,0.0,0.0,0.0,False
250,NC_014817_3,0.0625,0.0,0.0,0.0,False
251,NC_013508_0,1.0,1.0,1.0,1.0,True
252,NC_017028_0,0.4090909090909091,0.976615041574908,0.5970119014541077,0.3448275862068966,True
253,NC_017028_1,0.3181818181818182,0.6022903821330694,0.9377817140563736,0.0689655172413793,False
254,NC_017028_2,0.0454545454545454,1.0,0.2398795190021919,0.1379310344827586,False
255,NC_017028_3,0.0454545454545454,0.1106318580581985,1.0,0.2068965517241379,False
256,NC_017028_4,0.0454545454545454,0.7365000773634535,0.0,0.0344827586206896,False
257,NC_017028_5,0.0454545454545454,0.0,0.3394384242536507,0.1034482758620689,False
258,NC_017028_6,0.0909090909090909,0.3234046702091356,0.0450240807631749,0.1034482758620689,False
259,NZ_CP021865_0,1.0,1.0,1.0,1.0,True
260,NC_023137_0,0.2307692307692307,1.0,1.0,0.75,False
261,NC_023137_1,0.7692307692307693,0.0,0.0,0.25,True
262,NC_012582_0,0.0833333333333333,1.0,1.0,0.2857142857142857,False
263,NC_012582_1,0.9166666666666666,0.0,0.0,0.7142857142857143,True
264,NC_007512_0,0.1111111111111111,1.0,1.0,0.6666666666666666,False
265,NC_007512_1,0.8888888888888888,0.0,0.0,0.3333333333333333,True
266,NC_014960_0,0.9,1.0,1.0,0.6428571428571429,True
267,NC_014960_1,0.1,0.0,0.0,0.3571428571428571,False
268,NZ_CP008706_0,1.0,1.0,1.0,1.0,True
269,NC_007899_0,1.0,1.0,1.0,1.0,True
270,NC_016622_0,0.1818181818181818,0.6324863584236596,0.6324863584236596,0.75,False
271,NC_016622_1,0.0909090909090909,1.0,1.0,0.0,False
272,NC_016622_2,0.0454545454545454,0.5098005838895496,0.5520478322788641,0.0,False
273,NC_016622_3,0.6818181818181818,0.0,0.0,0.25,True
274,NC_017514_0,0.8181818181818182,0.5641132765746031,0.5671707726186151,0.8181818181818182,True
275,NC_017514_1,0.0909090909090909,1.0,1.0,0.0454545454545454,False
276,NC_017514_2,0.0909090909090909,0.0,0.0,0.1363636363636363,False
277,NZ_CP022477_0,1.0,1.0,1.0,1.0,True
278,NZ_CP009415_0,0.1111111111111111,0.8878535243399202,0.8801651737287661,0.4347826086956521,False
279,NZ_CP009415_1,0.1111111111111111,1.0,1.0,0.1739130434782608,False
280,NZ_CP009415_2,0.7777777777777778,0.0,0.0,0.391304347826087,True
281,NZ_CP009444_0,0.3076923076923077,1.0,1.0,0.238095238095238,False
282,NZ_CP009444_1,0.0769230769230769,0.7084857563383409,0.7134366669589208,0.1428571428571428,False
283,NZ_CP009444_2,0.0769230769230769,0.6787952162339128,0.6787952162339128,0.3333333333333333,False
284,NZ_CP009444_3,0.5384615384615384,0.0,0.0,0.2857142857142857,True
285,NC_022515_0,0.0769230769230769,0.0,0.0,1.0,False
286,NC_022515_1,0.3461538461538461,0.0,0.0,0.0,True
287,NC_022515_2,0.3461538461538461,0.0,0.0,0.0,False
288,NC_022515_3,0.1923076923076923,0.0,0.0,0.0,False
289,NC_022515_4,0.0384615384615384,0.0,0.0,0.0,False
290,NZ_CP025395_0,1.0,1.0,1.0,1.0,True
291,NC_006371_0,0.9,0.0,0.0,0.4444444444444444,True
292,NC_006371_1,0.1,0.0,0.0,0.5555555555555556,False
293,NC_014837_0,0.1,1.0,1.0,0.24,False
294,NC_014837_1,0.1,0.5077052698841311,0.5061082159770044,0.24,False
295,NC_014837_2,0.8,0.0,0.0,0.52,True
296,NC_022117_0,0.8181818181818182,1.0,1.0,0.5,True
297,NC_022117_1,0.1818181818181818,0.0,0.0,0.5,False
298,NC_003143_0,0.25,1.0,1.0,0.1904761904761904,False
299,NC_003143_1,0.25,0.6446342932685771,0.6436920495119374,0.1904761904761904,False
300,NC_003143_2,0.25,0.3399575975210137,0.3409223628761113,0.238095238095238,False
301,NC_003143_3,0.25,0.0,0.0,0.3809523809523809,True
302,NC_017168_0,0.25,0.9488594039337662,0.950245137874708,0.2826086956521739,False
303,NC_017168_1,0.25,1.0,1.0,0.1521739130434782,False
304,NC_017168_2,0.25,0.6410549200099944,0.6419911299026113,0.217391304347826,False
305,NC_017168_3,0.25,0.0,0.0,0.3478260869565217,True
306,NC_010159_0,0.1875,1.0,1.0,0.0952380952380952,False
307,NC_010159_1,0.1875,0.7247840885998781,0.7247840885998781,0.1111111111111111,False
308,NC_010159_2,0.1875,0.6738071530176793,0.6750762040235725,0.2063492063492063,False
309,NC_010159_3,0.1875,0.2352596017069701,0.2352596017069701,0.1428571428571428,False
310,NC_010159_4,0.1458333333333333,0.210530888030888,0.2117999390367811,0.1746031746031746,False
311,NC_010159_5,0.1041666666666666,0.0,0.0,0.2698412698412698,True
312,NC_015177_0,0.1666666666666666,1.0,1.0,0.4102564102564102,False
313,NC_015177_1,0.5,0.5648131428219163,0.4646238934311531,0.282051282051282,True
314,NC_015177_2,0.3333333333333333,0.0,0.0,0.3076923076923077,False
315,NC_001263_0,0.09375,1.0,1.0,0.0,False
316,NC_001263_1,0.25,0.5230576405807714,0.5230576405807714,0.0,False
317,NC_001263_2,0.28125,0.4192905124702502,0.4155952062414623,0.0,False
318,NC_001263_3,0.1875,0.0,0.0,0.6666666666666666,False
319,NC_001263_4,0.1875,0.0082121045689044,0.0045167983401165,0.3333333333333333,False
320,NC_016914_0,0.875,1.0,1.0,0.6363636363636364,True
321,NC_016914_1,0.125,0.0,0.0,0.3636363636363636,False
322,NC_007626_0,0.0714285714285714,1.0,1.0,0.0833333333333333,False
323,NC_007626_1,0.6428571428571429,0.2599535509829736,0.2599535509829736,0.25,True
324,NC_007626_2,0.1428571428571428,0.2347468232718451,0.2331326459667756,0.5,False
325,NC_007626_3,0.1428571428571428,0.0,0.0,0.1666666666666666,False
326,NC_007974_0,1.0,0.0,0.0,1.0,False
327,NC_017638_0,1.0,1.0,1.0,1.0,True
328,NC_007348_0,0.5,0.0,0.0,0.5,True
329,NC_007348_1,0.2142857142857142,0.0,0.0,0.5,False
330,NC_007348_2,0.2142857142857142,0.0,0.0,0.0,False
331,NC_007348_3,0.0714285714285714,0.0,0.0,0.0,False
332,NC_005139_0,1.0,1.0,1.0,1.0,True
333,NC_019703_0,0.2,0.2354323929850167,1.0,0.6666666666666666,False
334,NC_019703_1,0.6,0.0,0.7779846523333604,0.1666666666666666,True
335,NC_019703_2,0.1333333333333333,1.0,0.0,0.1666666666666666,False
336,NC_019703_3,0.0666666666666666,0.1795907546352254,0.6019273563851207,0.0,False
337,NC_004842_0,0.3,0.8490719600675078,0.3014032795187206,0.5,False
338,NC_004842_1,0.45,0.6505926271040631,0.5335152524976206,0.0,False
339,NC_004842_2,0.05,0.2517007460277262,1.0,0.2,False
340,NC_004842_3,0.05,1.0,0.0,0.2,False
341,NC_004842_4,0.15,0.0,0.97864899021299,0.1,False
342,NZ_AP013356_0,0.0416666666666666,1.0,0.61511897894318,0.1153846153846153,False
343,NZ_AP013356_1,0.0416666666666666,0.7146634119507667,0.8803642796304789,0.2692307692307692,False
344,NZ_AP013356_2,0.375,0.0,1.0,0.1538461538461538,False
345,NZ_AP013356_3,0.4166666666666667,0.8120556281372482,0.0,0.1538461538461538,True
346,NZ_AP013356_4,0.125,0.5274736986866534,0.264543779552976,0.3076923076923077,False
347,NC_016908_0,0.875,1.0,1.0,0.6363636363636364,True
348,NC_016908_1,0.125,0.0,0.0,0.3636363636363636,False
349,NZ_CP009436_0,0.5294117647058824,1.0,1.0,0.4166666666666667,False
350,NZ_CP009436_1,0.4705882352941176,0.0,0.0,0.5833333333333334,True
351,NC_011333_0,0.074074074074074,1.0,0.6314722237074266,0.2352941176470588,False
352,NC_011333_1,0.037037037037037,0.3461378341341567,1.0,0.1764705882352941,False
353,NC_011333_2,0.4444444444444444,0.936000624468768,0.0,0.1470588235294117,False
354,NC_011333_3,0.3333333333333333,0.0,0.7866171202480885,0.1470588235294117,False
355,NC_011333_4,0.1111111111111111,0.6014284723065447,0.2062530075388975,0.2941176470588235,False
356,NC_015567_0,1.0,1.0,1.0,1.0,True
357,NC_012438_0,0.064516129032258,1.0,1.0,0.12,False
358,NC_012438_1,0.2258064516129032,0.780880590930988,0.8912852686675008,0.04,False
359,NC_012438_2,0.1612903225806451,0.557755969218227,0.6366142079199196,0.16,False
360,NC_012438_3,0.3225806451612903,0.5466018997739541,0.4824982817263804,0.16,False
361,NC_012438_4,0.032258064516129,0.2481008436577442,0.1417937014257265,0.2,False
362,NC_012438_5,0.0967741935483871,0.308773484689403,0.3524293745484024,0.08,False
363,NC_012438_6,0.0967741935483871,0.0,0.0,0.24,False
364,NZ_CP024843_0,0.3571428571428571,1.0,1.0,0.1666666666666666,False
365,NZ_CP024843_1,0.6428571428571429,0.0,0.0,0.8333333333333334,True
366,NC_017372_0,0.35,0.0,1.0,0.1891891891891892,False
367,NC_017372_1,0.05,1.0,0.2555548350373589,0.1621621621621621,False
368,NC_017372_2,0.05,0.7431322222833786,0.0,0.1621621621621621,True
369,NC_017372_3,0.05,0.0478883194910761,0.6738531151604233,0.1621621621621621,False
370,NC_017372_4,0.05,0.5073725590166831,0.2167174631995331,0.2432432432432432,False
371,NC_017372_5,0.45,0.2686392486652626,0.454230522591848,0.081081081081081,False
372,NC_017309_0,1.0,1.0,1.0,1.0,True
