RefSeq_oriC,Prediction,Correct
NZ_CP017125_0,-1.0583126624770332,False
NZ_CP017125_1,-1.0583126624770332,False
NZ_CP017125_2,-0.9957477099896694,True
NZ_CP017125_3,-0.9957477099896694,False
NZ_CP017125_4,-1.001403310764947,False
NZ_CP017125_5,-1.0037637019201364,False
NC_007509_0,1.0011510388358174,True
NC_007509_1,-1.0245678930702171,False
NZ_CP017658_0,0.9998671168788507,True
NC_022439_0,0.9998671168788507,True
NC_022109_0,1.2663988644638975,True
NC_022109_1,-0.9989859898159752,False
NC_020939_0,1.2663988644638975,True
NC_020939_1,-0.9989859898159752,False
NC_015662_0,1.0304696906265916,True
NC_015662_1,-1.0723160749619298,False
NZ_CP015412_0,0.07787740676871646,True
NZ_CP015412_1,0.7483408298858221,False
NZ_CP025257_0,0.14879587024657592,False
NZ_CP025257_1,-0.9962728876884137,False
NZ_CP025257_2,-1.0069934693642901,False
NZ_CP025257_3,-1.0069934693642901,False
NZ_CP025257_4,-1.0070485499345923,False
NC_020968_0,1.2663988644638975,True
NC_020968_1,-0.9989859898159752,False
NZ_CP008751_0,-0.5347464898345864,False
NZ_CP008751_1,-1.2333566760792118,False
NZ_CP008751_2,-1.0194357855840481,True
NZ_CP007762_0,-0.5347464898345864,False
NZ_CP007762_1,-1.2333566760792118,False
NZ_CP007762_2,-1.0194357855840481,True
NZ_CP018479_0,-0.5347464898345864,False
NZ_CP018479_1,-1.2333566760792118,False
NZ_CP018479_2,-1.0194357855840481,True
NZ_CP011127_0,0.9998671168788507,True
NZ_LT605586_0,0.664547777559636,True
NZ_LT605586_1,-1.0237776305202262,False
NZ_LT605586_2,-1.0214563372632215,False
NZ_CP022205_0,-0.5347464898345864,False
NZ_CP022205_1,-1.2333566760792118,False
NZ_CP022205_2,-1.0194357855840481,True
NC_014014_0,-1.1109346405445395,False
NC_014014_1,-1.0763799718050935,False
NC_014014_2,-1.017380534186711,False
NC_014014_3,-1.017380534186711,False
NC_014014_4,-1.0159088761900934,True
NZ_CP007588_0,0.9998671168788507,True
NZ_CP016779_0,1.232336093335486,True
NZ_CP016779_1,-1.009166318875626,False
NZ_CP016779_2,-1.009166318875626,False
NZ_CP016779_3,-1.0151403743238143,False
NZ_CP016779_4,-1.0151403743238143,False
NC_012891_0,0.9998671168788507,True
NZ_AP014596_0,0.9998671168788507,True
NC_022584_0,1.0885882372823543,True
NC_022584_1,-1.0166449480218391,False
NC_012815_0,1.0977763368675566,True
NC_012815_1,-1.0249873037811996,False
NZ_CP016028_0,0.9998671168788507,True
NZ_CP006819_0,0.9998671168788507,True
NC_022239_0,0.9998671168788507,True
NZ_CP016391_0,0.9998671168788507,True
NZ_AP012323_0,0.863451317352772,True
NZ_AP012323_1,-1.0407658239333175,False
NZ_AP012323_2,-1.0458337212491644,False
NZ_AP012323_3,-1.0458337212491644,False
NZ_AP012323_4,-1.0458337212491644,False
NZ_AP012323_5,-1.0129224493320388,False
NZ_AP012323_6,-1.0104477307312552,False
NZ_CP014341_0,0.9998671168788507,True
NZ_CP007790_0,0.7535524411533698,True
NZ_CP007790_1,-1.0215066203191059,False
NZ_CP007790_2,-1.0163521480225954,False
NZ_CP007790_3,-1.0245678930702171,False
NZ_CP007790_4,-1.0021227252039049,False
NZ_CP007790_5,-1.0153782364621735,False
NZ_CP007790_6,-1.0058520160680375,False
NZ_CP007790_7,-1.0058520160680375,False
NZ_AP014680_0,0.9998671168788507,True
NZ_CP020356_0,0.9998671168788507,True
NZ_CP017711_0,0.9998671168788507,True
NC_022442_0,0.9998671168788507,True
NZ_CP014113_0,1.035452983218593,True
NZ_CP014113_1,-1.0346261899781526,False
NZ_CP014998_0,0.9998671168788507,True
NZ_CP018486_0,-0.6040494394582057,False
NZ_CP018486_1,-1.1585814393258262,False
NZ_CP018486_2,-1.1202717454260638,True
NC_020564_0,0.9998671168788507,True
NZ_CP019595_0,1.1327600140892882,True
NZ_CP019595_1,-0.9850007228130382,False
NZ_CP014623_0,0.9998671168788507,True
NZ_CP013953_0,0.9998671168788507,True
NZ_CP020773_0,0.9998671168788507,True
NZ_CP014890_0,1.499482487225893,True
NZ_CP014890_1,-1.0264467353102846,False
NZ_CP014890_2,-1.0038170845079764,False
NZ_CP020019_0,1.3423814994215233,True
NZ_CP020019_1,-0.6609077242546393,False
NZ_CP004350_0,0.9940690568473682,True
NZ_CP004350_1,-1.0580658075331657,False
NZ_CP004350_2,-1.0030032679152585,False
NZ_CP004350_3,-1.0142046348763403,False
NZ_CP016537_0,0.9998671168788507,True
NZ_CP012976_0,0.9998671168788507,True
NZ_CP014432_0,0.9998671168788507,True
NZ_CP010309_0,0.9998671168788507,True
NZ_CP014915_0,1.4219062377737641,True
NZ_CP014915_1,-1.0176628711057534,False
NZ_CP015207_0,0.21988674027054156,True
NZ_CP015207_1,-1.0074816629553398,False
NZ_CP015207_2,-1.002991092185746,False
NZ_CP015207_3,-1.0022741075663761,False
NZ_CP014542_0,1.0277183965069439,True
NZ_CP014542_1,-1.0084364982814096,False
NZ_CP013688_0,0.9998671168788507,True
NZ_AP014880_0,0.9998671168788507,True
NZ_CP017406_0,1.0256751667477628,True
NZ_CP017406_1,-1.0645537843320243,False
NZ_CP017953_0,0.9998671168788507,True
NZ_CP006890_0,0.9998671168788507,True
NZ_CP012117_0,1.379130546973772,True
NZ_CP012117_1,-1.0123741848268368,False
NZ_CP012117_2,-1.0079633326035848,False
NZ_CP012117_3,-1.0155845677572026,False
NZ_CP012117_4,-1.0073547833418326,False
NZ_CP012117_5,-1.036617880224079,False
NC_021915_0,1.6449022609311141,True
NC_021915_1,-1.0212537940415247,False
NC_021915_2,-1.0669275945070753,False
NC_021915_3,-1.0669275945070753,False
NC_021915_4,-1.0011873039196155,False
NC_021915_5,-1.0092087184192602,False
NC_021915_6,-1.0092087184192602,False
NZ_CP005997_0,0.9998671168788507,True
NZ_CP016598_0,1.9843644518329908,True
NZ_CP016598_1,-0.7018793672105774,False
NZ_CP017786_0,1.092564171988836,True
NZ_CP017786_1,-1.002436601024809,False
NZ_CP011937_0,0.9998671168788507,True
NZ_CP016278_0,0.9998671168788507,True
NC_008023_0,1.0024482279616356,True
NC_008023_1,-1.028574667952026,False
NZ_CP016771_0,1.1931496303136297,False
NZ_CP016771_1,-1.1870375472087575,False
NZ_CP016771_2,-1.0029566973665682,False
NZ_CP016771_3,-1.0029566973665682,False
NZ_CP009246_0,1.5939769496555156,True
NZ_CP009246_1,-1.137884705958979,False
NZ_CP009268_0,0.9998671168788507,True
NZ_CP018778_0,1.0020402064992622,True
NZ_CP018778_1,-1.0154831453020963,False
NZ_CP016092_0,0.9998671168788507,True
NZ_CP009242_0,0.9998671168788507,True
NZ_CP008876_0,1.7952497734174555,True
NZ_CP008876_1,-1.0011630989041267,False
NZ_CP012646_0,1.0114244368448793,True
NZ_CP012646_1,-1.0119777224338948,False
NC_020568_0,0.9998671168788507,True
NZ_CP010299_0,0.9998671168788507,True
NZ_CP006742_0,0.9998671168788507,True
NZ_CP007685_0,0.9998671168788507,True
NZ_CP013146_0,0.9998671168788507,True
NZ_CP017639_0,1.0013201813820016,True
NZ_CP017639_1,-1.0057536244133205,False
NC_017061_0,0.9998671168788507,True
NC_022737_0,0.9998671168788507,True
NZ_CP019609_0,1.015170589099756,True
NZ_CP019609_1,-1.0404264318442644,False
NZ_CP007167_0,1.0814627921714672,True
NZ_CP007167_1,-1.0000414629194028,False
NZ_CP013262_0,1.0184865304610353,True
NZ_CP013262_1,-1.0014277043244677,False
NZ_CP013262_2,-1.0381506292977045,False
NZ_CP006841_0,1.0751681162272027,True
NZ_CP006841_1,-1.0355744636301276,False
NZ_CP020774_0,0.9998671168788507,True
NZ_LN794217_0,-1.0448836192759972,False
NZ_LN794217_1,-0.9912271311067515,False
NZ_LN794217_2,-1.0290041591440415,False
NZ_LN794217_3,-1.0060381377036736,False
NZ_LN794217_4,-1.0001301381839882,False
NZ_LN794217_5,-1.0163473114093877,False
NZ_LN794217_6,-1.0057607947564629,False
NZ_CP016394_0,1.1348205669285703,True
NZ_CP016394_1,-1.009998580461084,False
NZ_CP012727_0,0.9998671168788507,True
NZ_CP014250_0,0.9998671168788507,True
NC_020207_0,0.9998671168788507,True
NZ_CP016773_0,0.20234631503092526,True
NZ_CP016773_1,-1.0508003583614114,False
NZ_CP016773_2,-1.0424975353072208,False
NZ_CP016773_3,-1.0424975353072208,False
NZ_CP016773_4,-1.061279189027819,False
NZ_CP016773_5,-1.0005967273976184,False
NZ_CP016773_6,-1.0260306766482872,False
NZ_CP016773_7,-1.004306686247344,False
NZ_CP016773_8,-1.004306686247344,False
NZ_CP014402_0,0.9998671168788507,True
NZ_CP006860_0,0.9998671168788507,True
NZ_CP013849_0,0.9998671168788507,True
NZ_CP020722_0,0.9998671168788507,True
NZ_CP012047_0,0.9998671168788507,True
NZ_CP019623_0,0.9998671168788507,True
NZ_CP009248_0,-0.3641829723577805,True
NZ_CP009248_1,-1.0260206376827599,False
NZ_CP009248_2,-1.0239710980825096,False
NZ_CP009248_3,-1.0136853438496027,False
NZ_CP009248_4,-1.0029566973665682,False
NZ_CP009248_5,-1.0008277307620377,False
NZ_CP009248_6,-1.0195577348555611,False
NZ_CP009248_7,-1.0195577348555611,False
NZ_CP007806_0,0.9998671168788507,True
NZ_CP009215_0,1.02622583689024,True
NZ_CP009215_1,-1.0245678930702171,False
NZ_CP009215_2,-1.0245678930702171,False
NZ_LT599498_0,1.7322883315264646,True
NZ_LT599498_1,-1.0774982175352976,False
NZ_LT599498_2,-1.0171802356242603,False
NZ_LT599498_3,-1.024929789337837,False
NZ_LT599498_4,-1.0079633326035848,False
NZ_LT599498_5,-1.0079633326035848,False
NZ_CP018906_0,1.218735198269047,True
NZ_CP018906_1,-1.0280478366480823,False
NZ_CP014441_0,0.9998671168788507,True
NZ_CP016491_0,0.9998671168788507,True
NZ_CP013243_0,1.0600769081685852,False
NZ_CP013243_1,0.4261442503971038,True
NZ_CP012978_0,0.9998671168788507,True
NZ_CP019721_0,0.9998671168788507,True
NZ_CP013252_0,0.9998671168788507,True
NZ_CP018138_0,1.0078601288290399,True
NZ_CP018138_1,-1.0902257948772673,False
NC_022794_0,0.9998671168788507,True
NZ_CP012726_0,0.9998671168788507,True
NZ_CP014933_0,0.9998671168788507,True
NZ_CP021252_0,1.1982855260183127,True
NZ_CP021252_1,-1.0002649835225492,False
NZ_CP021252_2,-1.0002649835225492,False
NZ_CP021252_3,-1.0756318706961467,False
NZ_CP021654_0,1.0833250189244223,True
NZ_CP021654_1,-1.0253471889963466,False
NZ_CP021058_0,1.0851459641008487,True
NZ_CP021058_1,-1.0225930531192136,False
NZ_CP016089_0,0.9998671168788507,True
NZ_CP023706_0,1.130385071339485,True
NZ_CP023706_1,-1.0109321488081493,False
NZ_CP020743_0,0.9998671168788507,True
NZ_CP016072_0,0.9998671168788507,True
NZ_CP007010_0,0.9998671168788507,True
NZ_AP017373_0,1.1005001507816727,True
NZ_AP017373_1,-1.014582232325627,False
NZ_AP017373_2,-1.007330532717174,False
NZ_CP016777_0,1.1567355233289076,True
NZ_CP016777_1,-1.0151501601849775,False
NZ_CP016777_2,-1.0171845150946668,False
NZ_CP016777_3,-1.0171845150946668,False
NZ_CP016863_0,0.9998671168788507,True
NC_022081_0,0.9998671168788507,True
NZ_CP012972_0,1.1237533493575453,True
NZ_CP012972_1,-1.0111302514163585,False
NZ_CP014150_0,0.9998671168788507,True
NZ_CP006770_0,0.9998671168788507,True
NZ_CP018197_0,0.9998671168788507,True
NZ_CP009351_0,0.9998671168788507,True
NZ_CP009628_0,0.9998671168788507,True
NZ_CP018908_0,0.9998671168788507,True
NZ_CP012979_0,0.9998671168788507,True
NZ_CP019590_0,0.9998671168788507,True
NZ_CP015410_0,-0.9072253582691561,True
NZ_CP015410_1,-1.0591284407308352,False
NZ_CP015410_2,-1.0358857360562697,False
NZ_CP015410_3,-0.9973627776967904,False
NZ_CP014438_0,0.9998671168788507,True
NZ_CP017247_0,0.9998671168788507,True
NZ_CP014936_0,0.9998671168788507,True
NZ_CP015408_0,1.0003237978174058,True
NZ_CP015408_1,-0.9882211572637774,False
NZ_CP009476_0,1.6957888874184759,True
NZ_CP009476_1,-0.7499443930060012,False
NZ_CP019769_0,1.0412807059584557,True
NZ_CP019769_1,-1.0511223941752528,False
NZ_AP012334_0,0.9998671168788507,True
NZ_CP012920_0,1.002789329468345,True
NZ_CP012920_1,-1.071719881124392,False
NZ_CP009541_0,1.046443941117448,True
NZ_CP009541_1,-1.0479742276750388,False
NZ_CP009600_0,0.9998671168788507,True
NZ_CP016778_0,0.9998671168788507,False
NZ_CP024717_0,1.181504144417178,True
NZ_CP024717_1,-1.018717939230961,False
NZ_CP024717_2,-1.0384866099587713,False
NZ_CP008921_0,0.9998671168788507,True
NZ_CP017763_0,1.0304696906265916,True
NZ_CP017763_1,-1.0723160749619298,False
NZ_CP018766_0,0.9998671168788507,True
NZ_CP016776_0,0.9189783387177242,True
NZ_CP016776_1,-1.0681519666151518,False
NZ_CP016776_2,-1.0072208267465728,False
NZ_CP009796_0,0.9998671168788507,True
NZ_CP015646_0,0.9998671168788507,True
NZ_CP015114_0,1.6686183330929465,True
NZ_CP015114_1,0.05343640322039089,False
NC_018585_0,0.9998671168788507,True
NZ_CP011686_0,0.9998671168788507,True
NZ_CP016769_0,-0.7274204702492577,True
NZ_CP016769_1,-1.043523837138264,False
NZ_CP016769_2,-0.9993870511985721,False
NZ_CP016769_3,-1.0131024872050505,False
NZ_CP016769_4,-1.0131024872050505,False
NZ_CP014179_0,0.9998671168788507,True
NZ_CP015222_0,0.9998671168788507,True
NZ_CP021500_0,0.9998671168788507,True
NZ_CP016877_0,0.9998671168788507,True
NZ_CP024563_0,0.9998671168788507,True
NC_020210_0,0.9998671168788507,True
NZ_CP008846_0,0.9998671168788507,True
NZ_CP014761_0,-1.1373267466448995,False
NZ_CP014761_1,-1.0019158408560722,False
NZ_CP014761_2,-1.0422743070617573,False
NZ_CP014761_3,-1.0067215683313835,False
NZ_CP014761_4,-1.028574667952026,False
NZ_CP014761_5,-1.0257737228880943,False
NZ_CP014761_6,-1.0257737228880943,False
NZ_CP014761_7,-1.0029566973665682,False
NZ_CP014761_8,-1.0291542550934958,False
NZ_CP011882_0,1.0893916107542507,True
NZ_CP011882_1,-1.1026799049974416,False
NZ_CP017747_0,0.9998671168788507,True
NZ_CP016770_0,1.0580291145401501,True
NZ_CP016770_1,-1.021502451703804,False
NZ_CP007600_0,0.9998671168788507,False
NZ_AP014864_0,0.9998671168788507,True
NZ_CP019593_0,0.9998671168788507,True
NZ_CP013018_0,0.9998671168788507,True
NZ_CP016629_0,1.0850251871439722,True
NZ_CP016629_1,-0.999310086987589,False
NZ_CP018630_0,0.9998671168788507,True
NZ_CP009687_0,0.9998671168788507,True
NZ_CP019615_0,1.0502445347311804,True
NZ_CP019615_1,-1.0129142200166017,False
NZ_CP009245_0,-1.0654540895071394,False
NZ_CP009245_1,-1.0080607361563212,False
NZ_CP009245_2,-1.002734778695328,False
NZ_CP009245_3,-1.0049373460650566,False
NZ_CP009245_4,-1.0047353537712391,False
NZ_CP009245_5,-1.0047353537712391,False
NZ_CP009245_6,-1.0132165420487391,False
NZ_CP009245_7,-1.0285025057302635,False
NZ_CP008944_0,1.0768137623334608,True
NZ_CP008944_1,-1.0216189378084097,False
NZ_CP007171_0,0.9998671168788507,True
NZ_CP020713_0,-1.0182034112688187,False
NZ_CP020713_1,-1.0708318721210377,True
NZ_CP020713_2,-1.0105612793943424,False
NZ_CP020713_3,-1.027461218478014,False
NZ_CP020713_4,-1.0148222826082902,False
NZ_CP024528_0,0.9998671168788507,True
NZ_CP020358_0,0.9998671168788507,True
NZ_CP012725_0,0.9998671168788507,True
NZ_CP013911_0,0.9998671168788507,True
NZ_CP015883_0,1.135805639925766,True
NZ_CP015883_1,-0.805471852304227,False
NZ_CP009575_0,0.9998671168788507,True
NZ_CP019963_0,1.1165284290374613,False
NZ_CP019963_1,-0.8751819797789766,False
NZ_CP009761_0,1.016941262367399,True
NZ_CP009761_1,-1.0590476128609625,False
NZ_CP009045_0,1.0977763368675566,True
NZ_CP009045_1,-1.0249873037811996,False
NC_022878_0,0.9998671168788507,True
NC_020229_0,1.0611645957744953,True
NC_020229_1,-0.9980743589782906,False
NZ_CP010014_0,0.9998671168788507,True
NZ_CP017952_0,0.9998671168788507,True
NZ_CP015238_0,0.9998671168788507,True
NZ_CP013200_0,1.4908003384754975,True
NZ_CP013200_1,-1.0015573846322612,False
NZ_CP013200_2,-1.0513894012160963,False
NZ_CP013200_3,-1.0076530160674837,False
NZ_CP013200_4,-1.003861082615864,False
NZ_CP014426_0,0.9998671168788507,True
NZ_CP022270_0,1.1001908650912808,True
NZ_CP022270_1,-1.0237776305202262,False
NZ_CP016398_0,1.051767047346405,True
NZ_CP016398_1,-1.0054957616022877,False
NZ_CP011914_0,1.0011900808806073,True
NZ_CP011914_1,-1.1455050002097886,False
NZ_CP009300_0,0.9998671168788507,True
NZ_CP014924_0,0.9998671168788507,True
NC_020449_0,-1.0550986337640014,True
NC_020449_1,-1.0164234587860337,False
NC_020449_2,-1.0260391689368804,False
NC_020449_3,-1.0014790137730687,False
NC_020449_4,-1.0793753087832885,False
NC_020449_5,-1.0528014142106246,False
NZ_CP021498_0,0.9998671168788507,True
NZ_CP013919_0,0.9998671168788507,True
NZ_CP021685_0,1.036069696814283,True
NZ_CP021685_1,-1.051901003467255,False
NZ_CP018935_0,1.0233776141444393,True
NZ_CP018935_1,-1.0804987228819245,False
NZ_CP014397_0,0.9998671168788507,True
NZ_CP019594_0,0.9998671168788507,True
NZ_CP014780_0,0.9998671168788507,True
NZ_CP017577_0,0.9998671168788507,True
NZ_CP011420_0,0.9998671168788507,True
NZ_CP017354_0,0.9998671168788507,True
NZ_CP015727_0,0.9998671168788507,True
NC_008571_0,0.9998671168788507,True
NC_022777_0,0.9998671168788507,True
NZ_CP013261_0,1.0601197195059369,True
NZ_CP013261_1,-1.0081836716715644,False
NZ_CP016808_0,0.9976775914408931,True
NZ_CP016808_1,-1.0577996777387257,False
NZ_CP014795_0,1.3206118510751805,True
NZ_CP014795_1,-1.099267537746056,False
NZ_CP011769_0,0.9998671168788507,True
NZ_CP012968_0,0.9998671168788507,True
NZ_CP013247_0,0.9998671168788507,True
NZ_CP007605_0,-0.9695577780697393,False
NZ_CP007605_1,-1.1031472631815378,False
NZ_CP007605_2,-0.99886547880448,False
NZ_CP007605_3,-1.00308093037484,False
NZ_CP007605_4,-1.0181552302670562,False
NC_002936_0,0.08391784022282689,True
NC_002936_1,-1.1340335183337844,False
NC_002936_2,-1.0002722635679158,False
NC_002936_3,-1.0002722635679158,False
NZ_AP013356_0,-1.1606331681851545,False
NZ_AP013356_1,-1.0661623562098415,True
NZ_AP013356_2,-1.0168417559065093,False
NZ_AP013356_3,-1.0099031227022275,False
NZ_AP013356_4,-1.0033725594953546,False
NC_016628_0,0.9998671168788507,True
NC_016625_0,1.0037651162553543,True
NC_016625_1,-1.0271588250916297,False
NC_017366_0,-1.0784095249674097,True
NC_017366_1,-1.0087978463225626,False
NC_017366_2,-1.0019878433713147,False
NC_017366_3,-1.0019878433713147,False
NC_017366_4,-1.0032432171888717,False
NC_017366_5,-1.0201143623232491,False
NC_003912_0,1.336088296530849,True
NC_003912_1,-0.17105789679753247,False
NC_017733_0,1.222030177397019,False
NC_017733_1,-1.024409432302929,False
NC_017733_2,-1.0021992224008303,False
NC_004460_0,1.0172937956107573,True
NC_004460_1,-1.0728374743690852,False
NC_010677_0,1.165666156199964,True
NC_010677_1,-1.0208439648206538,False
NC_010677_2,-1.058425459120845,False
NC_014632_0,0.9998671168788507,True
NZ_AP017973_0,1.0191220732987487,True
NZ_AP017973_1,-1.0159030029054046,False
NZ_AP017973_2,-1.0029566973665682,False
NC_017861_0,-1.0409051378446295,True
NC_017861_1,-1.0094490230130164,False
NC_017861_2,-1.0094490230130164,False
NC_017861_3,-1.0030978458271003,False
NC_017861_4,-1.0104638346790624,False
NC_017861_5,-1.0161512056802566,False
NC_017861_6,-1.0670567589784712,False
NC_002940_0,0.19775615956837367,True
NC_002940_1,-0.9943242953891174,False
NC_002940_2,-1.015653446933503,False
NZ_CP009440_0,0.9998671168788507,True
NC_022543_0,1.2663988644638975,True
NC_022543_1,-0.9989859898159752,False
NC_002950_0,-1.119986024206324,False
NC_002950_1,-1.0234746707550189,False
NC_002950_2,-0.993415686822158,True
NC_002950_3,-1.010379946964119,False
NC_002950_4,-1.0154831453020963,False
NC_002950_5,-1.004306686247344,False
NZ_CP024126_0,1.9843644518329908,True
NZ_CP024126_1,-0.7018793672105774,False
NC_006300_0,1.2347804299340934,True
NC_006300_1,-1.1126665948156615,False
NC_008319_0,1.0992955870503662,True
NC_008319_1,-1.373214314716539,False
NC_017505_0,0.9998671168788507,True
NC_009255_0,1.0013201813820016,True
NC_009255_1,-1.0057536244133205,False
NC_001263_0,0.39333696599542645,False
NC_001263_1,-1.0702879923534327,False
NC_001263_2,-1.028628402779515,False
NC_001263_3,-1.0154831453020963,False
NC_001263_4,-1.0037637019201364,False
NZ_LT960788_0,0.9998671168788507,True
NC_010742_0,-0.6040494394582057,True
NC_010742_1,-1.1585814393258262,False
NC_010742_2,-1.1202717454260638,False
NC_008391_0,1.0003237978174058,True
NC_008391_1,-0.9882211572637774,False
NC_014738_0,-0.9302964378017267,True
NC_014738_1,-1.092663379400503,False
NC_014738_2,-1.033510565408574,False
NC_014738_3,-1.008848972267665,False
NC_014738_4,-1.0164470285722595,False
NC_021743_0,0.024061225121644547,True
NC_021743_1,-1.0261305495204711,False
NC_021743_2,-1.0019263870870896,False
NC_021743_3,-1.0014020606220848,False
NC_010103_0,-0.6040494394582057,True
NC_010103_1,-1.1585814393258262,False
NC_010103_2,-1.1202717454260638,False
NC_017846_0,-0.5868814223666847,False
NC_017846_1,-1.1075709949937194,False
NC_017846_2,-1.0067141776773711,False
NC_017846_3,-1.0282273307603136,False
NC_011983_0,1.4416969351582791,True
NC_011983_1,-1.0669430323079157,False
NC_011983_2,-1.0097870340013886,False
NC_007513_0,0.9998671168788507,True
NZ_CP022096_0,0.9998671168788507,True
NC_021991_0,0.9998671168788507,True
NC_018412_0,-0.8477916586619729,False
NC_018412_1,-1.1012305468030208,True
NC_018412_2,-1.0052436851123625,False
NC_018412_3,-1.0052436851123625,False
NC_017219_0,-0.9922768629331786,True
